#Types Before Cut: 11104
#Types After Cut: 9699
#Search Hits: 0
540	6	15.791	полу
541	6	15.791	польский
542	6	15.791	понравился
543	6	15.791	поступил
544	6	15.791	преподаватели
545	6	15.791	причём
546	6	15.791	пятёрка
547	6	15.791	саш
548	6	15.791	семьдесят
549	6	15.791	слышно
550	6	15.791	снимали
551	6	15.791	снимать
552	6	15.791	спал
553	6	15.791	спрашивают
554	6	15.791	спросить
555	6	15.791	студенты
556	6	15.791	сынок
557	6	15.791	убирай
558	6	15.791	учителей
559	6	15.791	учителем
560	6	15.791	худи
561	6	15.791	чувак
562	6	15.791	шёл
563	6	15.791	щас
564	6	15.791	этаж
565	6	15.791	эх
566	21	15.736	виктор
567	64	15.573	тогда
568	8	15.401	дверь
569	8	15.401	интересный
570	8	15.401	паре
571	8	15.401	работала
572	8	15.401	родителей
573	8	15.401	учится
574	17	15.394	заниматься
575	16	15.061	естественно
576	24	15.024	понятно
577	355	14.954	но
578	50	14.729	него
579	73	14.670	поэтому
580	9	14.505	берут
581	9	14.505	какого
582	9	14.505	машине
583	9	14.505	можете
584	9	14.505	половиной
585	9	14.505	тяжело
586	9	14.505	часа
587	18	14.488	е
588	18	14.488	разных
589	18	14.488	сначала
590	13	14.263	завтра
591	13	14.263	минус
592	13	14.263	спокойно
593	20	14.203	каких
594	10	14.147	пришла
595	22	14.093	дальше
596	11	14.052	рядом
597	99	13.990	чтобы
598	16	13.710	наша
599	16	13.710	совершенно
600	35	13.460	себя
601	26	13.362	плюс
602	15	13.345	вас
603	15	13.345	метро
604	18	13.328	каким
605	5	13.160	num
606	5	13.160	арахис
607	5	13.160	бабушку
608	5	13.160	баллов
609	5	13.160	венера
610	5	13.160	вернее
611	5	13.160	видела
612	5	13.160	вкусный
613	5	13.160	вложил
614	5	13.160	вырезать
615	5	13.160	выставках
616	5	13.160	вышло
617	5	13.160	гешу
618	5	13.160	голову
619	5	13.160	горбачёв
620	5	13.160	гости
621	5	13.160	грязь
622	5	13.160	гэкаю
623	5	13.160	двадцати
624	5	13.160	делаем
625	5	13.160	доехали
626	5	13.160	ездила
627	5	13.160	ездит
628	5	13.160	ест
629	5	13.160	жестко
630	5	13.160	жесть
631	5	13.160	живу
632	5	13.160	жила
633	5	13.160	зашли
634	5	13.160	идешь
635	5	13.160	ии
636	5	13.160	ильямихайлович
637	5	13.160	имею
638	5	13.160	инопланетян
639	5	13.160	итак
640	5	13.160	камеру
641	5	13.160	каракатицах
642	5	13.160	картинки
643	5	13.160	кили
644	5	13.160	килограмм
645	5	13.160	классов
646	5	13.160	комнате
647	5	13.160	коридоре
648	5	13.160	красивые
649	5	13.160	крестик
650	5	13.160	крысу
651	5	13.160	лекцию
652	5	13.160	лилии
653	5	13.160	лингвисты
654	5	13.160	лол
655	5	13.160	лука
656	5	13.160	маккартни
657	5	13.160	мальчик
658	5	13.160	маме
659	5	13.160	маму
660	5	13.160	марс
661	5	13.160	математический
662	5	13.160	меровинги
663	5	13.160	мечты
664	5	13.160	миндаль
665	5	13.160	мол
666	5	13.160	нагло
667	5	13.160	най
668	5	13.160	ненавидят
669	5	13.160	нём
670	5	13.160	ого
671	5	13.160	одновременнно
672	5	13.160	ок
673	5	13.160	очки
674	5	13.160	пальто
675	5	13.160	парадигма
676	5	13.160	переехать
677	5	13.160	писать
678	5	13.160	платье
679	5	13.160	подписывайтесь
680	5	13.160	подумал
681	5	13.160	поехала
682	5	13.160	получалось
683	5	13.160	посмотрела
684	5	13.160	построили
685	5	13.160	прекрасный
686	5	13.160	проронил
687	5	13.160	прочим
688	5	13.160	прошёл
689	5	13.160	пью
690	5	13.160	пятом
691	5	13.160	расписание
692	5	13.160	ребёнок
693	5	13.160	рентген
694	5	13.160	родителям
695	5	13.160	салют
696	5	13.160	своём
697	5	13.160	села
698	5	13.160	сестра
699	5	13.160	сидела
700	5	13.160	сидит
701	5	13.160	скайп
702	5	13.160	снимаешь
703	5	13.160	сходить
704	5	13.160	счёт
705	5	13.160	съела
706	5	13.160	твёрдый
707	5	13.160	театр
708	5	13.160	тину
709	5	13.160	толстовка
710	5	13.160	увидела
711	5	13.160	удобно
712	5	13.160	удовольствие
713	5	13.160	умел
714	5	13.160	уметь
715	5	13.160	умеют
716	5	13.160	учёба
717	5	13.160	фамилия
718	5	13.160	физике
719	5	13.160	физику
720	5	13.160	фильмы
721	5	13.160	хихи
722	5	13.160	хм
723	5	13.160	хорватии
724	5	13.160	хорошее
725	5	13.160	целую
726	5	13.160	читает
727	5	13.160	читал
728	5	13.160	шестьдесят
729	5	13.160	штука
730	5	13.160	эд
731	38	13.056	достаточно
732	7	13.020	взяла
733	7	13.020	готовили
734	7	13.020	женщины
735	7	13.020	лагеря
736	7	13.020	понравились
737	7	13.020	ходил
738	14	13.002	главное
739	17	12.901	начал
740	13	12.689	юлия
741	45	12.498	эту
742	24	12.396	чуть
743	24	12.396	шесть
744	8	12.296	купила
745	8	12.296	маленькие
746	8	12.296	ходят
747	18	12.258	сильно
748	11	12.199	город
749	11	12.199	писала
750	11	12.199	утром
751	10	12.066	народ
752	9	12.065	ан
753	9	12.065	видел
754	9	12.065	пару
755	9	12.065	ушли
756	21	11.785	кого
757	14	11.679	вся
758	16	11.362	наш
759	13	11.301	море
760	35	11.107	этим
761	85	10.963	можно
762	12	10.947	плохо
763	15	10.923	семьи
764	6	10.674	всяких
765	6	10.674	думали
766	6	10.674	закончила
767	6	10.674	знаем
768	6	10.674	ка
769	6	10.674	культура
770	6	10.674	лагерь
771	6	10.674	носили
772	6	10.674	поговорим
773	6	10.674	рассказывать
774	6	10.674	русские
775	6	10.674	семью
776	6	10.674	скажу
777	6	10.674	слава
778	6	10.674	страшно
779	6	10.674	судить
780	6	10.674	ушел
781	4	10.528	apro
782	4	10.528	class
783	4	10.528	glass
784	4	10.528	mixed
785	4	10.528	note
786	4	10.528	pl
787	4	10.528	spro
788	4	10.528	барашков
789	4	10.528	бассейн
790	4	10.528	беззеркалки
791	4	10.528	белорусским
792	4	10.528	белые
793	4	10.528	братьях
794	4	10.528	буква
795	4	10.528	вай
796	4	10.528	венеру
797	4	10.528	верю
798	4	10.528	веселая
799	4	10.528	витя
800	4	10.528	встретилась
801	4	10.528	всякое
802	4	10.528	всём
803	4	10.528	вышки
804	4	10.528	гитара
805	4	10.528	гитаре
806	4	10.528	гкчп
807	4	10.528	голова
808	4	10.528	голове
809	4	10.528	гриша
810	4	10.528	громкоговорителя
811	4	10.528	грусти
812	4	10.528	гуляют
813	4	10.528	даша
814	4	10.528	девочку
815	4	10.528	девятый
816	4	10.528	длинный
817	4	10.528	дочь
818	4	10.528	думал
819	4	10.528	дяди
820	4	10.528	еду
821	4	10.528	ехал
822	4	10.528	ехала
823	4	10.528	забрали
824	4	10.528	задавать
825	4	10.528	задания
826	4	10.528	задний
827	4	10.528	закончу
828	4	10.528	заметила
829	4	10.528	занималась
830	4	10.528	занимаюсь
831	4	10.528	звукооператором
832	4	10.528	ивановна
833	4	10.528	интереснее
834	4	10.528	кагоцел
835	4	10.528	камеры
836	4	10.528	капитан
837	4	10.528	каракатица
838	4	10.528	касательно
839	4	10.528	кастрюля
840	4	10.528	километра
841	4	10.528	кларнет
842	4	10.528	классные
843	4	10.528	комнату
844	4	10.528	королёв
845	4	10.528	кот
846	4	10.528	кота
847	4	10.528	кошмар
848	4	10.528	крутая
849	4	10.528	крутой
850	4	10.528	крутые
851	4	10.528	крыс
852	4	10.528	крысы
853	4	10.528	купались
854	4	10.528	кухня
855	4	10.528	лебединое
856	4	10.528	лесу
857	4	10.528	лингвистов
858	4	10.528	литературе
859	4	10.528	любила
860	4	10.528	любимого
861	4	10.528	мамаша
862	4	10.528	метров
863	4	10.528	мечта
864	4	10.528	мило
865	4	10.528	минута
866	4	10.528	моим
867	4	10.528	моменты
868	4	10.528	муж
869	4	10.528	навруз
870	4	10.528	нарисован
871	4	10.528	наурыз
872	4	10.528	неловко
873	4	10.528	ночью
874	4	10.528	нравилось
875	4	10.528	нууу
876	4	10.528	общался
877	4	10.528	общежитии
878	4	10.528	одногруппников
879	4	10.528	описать
880	4	10.528	орех
881	4	10.528	орехи
882	4	10.528	остановился
883	4	10.528	остановки
884	4	10.528	отвезли
885	4	10.528	отучилась
886	4	10.528	охота
887	4	10.528	пастернаке
888	4	10.528	первокурсников
889	4	10.528	пилот
890	4	10.528	платья
891	4	10.528	побывала
892	4	10.528	поел
893	4	10.528	поесть
894	4	10.528	позвоню
895	4	10.528	пойду
896	4	10.528	правой
897	4	10.528	представляла
898	4	10.528	привод
899	4	10.528	придумали
900	4	10.528	придётся
901	4	10.528	приезжаю
902	4	10.528	пришёл
903	4	10.528	профессии
904	4	10.528	профессия
905	4	10.528	пускай
906	4	10.528	пятьсот
907	4	10.528	разборка
908	4	10.528	расскажите
909	4	10.528	рассказываешь
910	4	10.528	расшифровывать
911	4	10.528	ребёнка
912	4	10.528	родилась
913	4	10.528	руками
914	4	10.528	руню
