<TICKER>;<PER>;<DATE>;<TIME>;<CLOSE>;<VOL>
MVID;D;20110119;0;268.0000000;48391
MVID;D;20110120;0;277.1600000;199320
MVID;D;20110121;0;284.4700000;156569
MVID;D;20110124;0;277.0000000;74430
MVID;D;20110125;0;273.8300000;12878
MVID;D;20110126;0;275.0000000;204090
MVID;D;20110127;0;276.0000000;113960
MVID;D;20110128;0;274.5000000;106187
MVID;D;20110131;0;274.0000000;29856
MVID;D;20110201;0;272.4800000;11272
MVID;D;20110202;0;271.9900000;15141
MVID;D;20110203;0;270.4900000;8078
MVID;D;20110204;0;271.0000000;16032
MVID;D;20110207;0;271.4900000;69399
MVID;D;20110208;0;268.6200000;24881
MVID;D;20110209;0;268.0000000;74363
MVID;D;20110210;0;259.1800000;37783
MVID;D;20110211;0;266.5000000;44483
MVID;D;20110214;0;266.3000000;50357
MVID;D;20110215;0;269.9700000;30977
MVID;D;20110216;0;287.0000000;107906
MVID;D;20110217;0;279.7300000;147592
MVID;D;20110218;0;282.4900000;18179
MVID;D;20110221;0;289.9800000;48191
MVID;D;20110222;0;285.9000000;22882
MVID;D;20110224;0;281.0000000;49235
MVID;D;20110225;0;274.0000000;6629
MVID;D;20110228;0;273.0000000;194651
MVID;D;20110301;0;269.0000000;32450
MVID;D;20110302;0;270.7400000;52270
MVID;D;20110303;0;261.5200000;72550
MVID;D;20110304;0;266.5000000;61670
MVID;D;20110305;0;270.0000000;12810
MVID;D;20110309;0;271.0000000;8730
MVID;D;20110310;0;268.9000000;13270
MVID;D;20110311;0;270.9900000;26330
MVID;D;20110314;0;266.0000000;58820
MVID;D;20110315;0;263.0000000;123320
MVID;D;20110316;0;251.5500000;69650
MVID;D;20110317;0;248.0000000;23630
MVID;D;20110318;0;244.7800000;45970
MVID;D;20110321;0;245.0000000;46160
MVID;D;20110322;0;244.5000000;52140
MVID;D;20110323;0;248.5000000;42590
MVID;D;20110324;0;248.9900000;32170
MVID;D;20110325;0;265.0000000;176340
MVID;D;20110328;0;272.9700000;75780
MVID;D;20110329;0;266.6000000;85820
MVID;D;20110330;0;274.9900000;40710
MVID;D;20110331;0;272.0000000;57340
MVID;D;20110401;0;272.4700000;31970
MVID;D;20110404;0;274.2100000;90970
MVID;D;20110405;0;270.2600000;74850
MVID;D;20110406;0;268.9900000;29320
MVID;D;20110407;0;276.9100000;127640
MVID;D;20110408;0;271.0000000;105680
MVID;D;20110411;0;268.0000000;31840
MVID;D;20110412;0;263.9800000;48390
MVID;D;20110413;0;263.5000000;15040
MVID;D;20110414;0;261.9900000;49260
MVID;D;20110415;0;264.3500000;48390
MVID;D;20110418;0;259.0000000;91400
MVID;D;20110419;0;257.0000000;24400
MVID;D;20110420;0;255.4000000;46010
MVID;D;20110421;0;254.2500000;143570
MVID;D;20110422;0;256.7500000;35310
MVID;D;20110425;0;251.0500000;24140
MVID;D;20110426;0;256.0000000;23460
MVID;D;20110427;0;258.4500000;47220
MVID;D;20110428;0;269.0000000;57400
MVID;D;20110429;0;264.0000000;18210
MVID;D;20110503;0;264.9800000;24080
MVID;D;20110504;0;260.3500000;56660
MVID;D;20110505;0;255.2500000;78720
MVID;D;20110506;0;256.2500000;52020
MVID;D;20110510;0;253.7500000;54090
MVID;D;20110511;0;253.4900000;46030
MVID;D;20110512;0;256.4900000;21560
MVID;D;20110513;0;254.9400000;8670
MVID;D;20110516;0;254.9900000;3030
MVID;D;20110517;0;253.0000000;13460
MVID;D;20110518;0;255.0000000;4900
MVID;D;20110519;0;253.5000000;6060
MVID;D;20110520;0;251.3000000;12260
MVID;D;20110523;0;251.5000000;13770
MVID;D;20110524;0;254.9900000;13230
MVID;D;20110525;0;255.0000000;3960
MVID;D;20110526;0;255.0000000;118970
MVID;D;20110527;0;255.5000000;6970
MVID;D;20110530;0;255.3000000;99750
MVID;D;20110531;0;256.0000000;35780
MVID;D;20110601;0;254.0000000;28920
MVID;D;20110602;0;251.0000000;18730
MVID;D;20110603;0;250.7500000;18990
MVID;D;20110606;0;249.9900000;9380
MVID;D;20110607;0;250.0000000;7360
MVID;D;20110608;0;247.0300000;13000
MVID;D;20110609;0;249.5000000;7970
MVID;D;20110610;0;250.0000000;16010
MVID;D;20110614;0;251.0000000;30270
MVID;D;20110615;0;256.4900000;65060
MVID;D;20110616;0;256.5000000;131160
MVID;D;20110617;0;256.7500000;161520
MVID;D;20110620;0;254.7500000;25280
MVID;D;20110621;0;253.4300000;38200
MVID;D;20110622;0;254.7400000;11620
MVID;D;20110623;0;253.2100000;26500
MVID;D;20110624;0;252.0000000;20270
MVID;D;20110627;0;255.5000000;83660
MVID;D;20110628;0;256.0000000;24030
MVID;D;20110629;0;251.5500000;14430
MVID;D;20110630;0;250.0000000;53530
MVID;D;20110701;0;250.5600000;27020
MVID;D;20110704;0;252.9700000;10170
MVID;D;20110705;0;258.2800000;12170
MVID;D;20110706;0;254.8700000;4060
MVID;D;20110707;0;270.0000000;89810
MVID;D;20110708;0;270.4100000;104120
MVID;D;20110711;0;269.9500000;79830
MVID;D;20110712;0;266.9900000;52610
MVID;D;20110713;0;273.7000000;54680
MVID;D;20110714;0;275.0000000;32090
MVID;D;20110715;0;279.0000000;101320
MVID;D;20110718;0;278.7500000;76680
MVID;D;20110719;0;274.0000000;101960
MVID;D;20110720;0;277.2100000;168730
MVID;D;20110721;0;277.0800000;37710
MVID;D;20110722;0;275.5400000;44210
MVID;D;20110725;0;276.8500000;48290
MVID;D;20110726;0;274.4500000;37490
MVID;D;20110727;0;273.0300000;13900
MVID;D;20110728;0;273.1700000;2770
MVID;D;20110729;0;267.9800000;57610
MVID;D;20110801;0;267.9700000;75760
MVID;D;20110802;0;263.0000000;74540
MVID;D;20110803;0;256.6600000;66420
MVID;D;20110804;0;254.0300000;63710
MVID;D;20110805;0;239.2100000;62380
MVID;D;20110808;0;207.0000000;71500
MVID;D;20110809;0;216.8800000;199390
MVID;D;20110810;0;217.7900000;121660
MVID;D;20110811;0;213.7600000;68930
MVID;D;20110812;0;207.0000000;225050
MVID;D;20110815;0;221.9300000;12950
MVID;D;20110816;0;217.8000000;20570
MVID;D;20110817;0;217.0000000;24340
MVID;D;20110818;0;214.9700000;18860
MVID;D;20110819;0;204.7000000;26580
MVID;D;20110822;0;203.5000000;28300
MVID;D;20110823;0;203.7000000;105040
MVID;D;20110824;0;201.8300000;16090
MVID;D;20110825;0;194.0200000;25490
MVID;D;20110826;0;194.0000000;28740
MVID;D;20110829;0;209.9000000;41060
MVID;D;20110830;0;212.9500000;102490
MVID;D;20110831;0;219.0000000;52820
MVID;D;20110901;0;218.9900000;61270
MVID;D;20110902;0;218.7000000;50760
MVID;D;20110905;0;222.2100000;29000
MVID;D;20110906;0;225.9800000;29750
MVID;D;20110907;0;230.0000000;16840
MVID;D;20110908;0;238.9000000;37860
MVID;D;20110909;0;240.0000000;96830
MVID;D;20110912;0;233.0000000;83000
MVID;D;20110913;0;230.0000000;96660
MVID;D;20110914;0;231.7400000;37960
MVID;D;20110915;0;232.0000000;31600
MVID;D;20110916;0;232.1100000;101390
MVID;D;20110919;0;230.4900000;15970
MVID;D;20110920;0;231.4900000;19890
MVID;D;20110921;0;229.2900000;8180
MVID;D;20110922;0;218.9700000;119090
MVID;D;20110923;0;208.0000000;110610
MVID;D;20110926;0;199.7500000;138690
MVID;D;20110927;0;202.2500000;210190
MVID;D;20110928;0;199.9000000;31680
MVID;D;20110929;0;204.0000000;35780
MVID;D;20110930;0;214.0000000;53310
MVID;D;20111003;0;199.7000000;28970
MVID;D;20111004;0;190.9900000;43200
MVID;D;20111005;0;188.0000000;37650
MVID;D;20111006;0;192.8900000;87370
MVID;D;20111007;0;193.4300000;56410
MVID;D;20111010;0;190.0200000;55240
MVID;D;20111011;0;190.9900000;75290
MVID;D;20111012;0;187.0000000;33320
MVID;D;20111013;0;185.4000000;27540
MVID;D;20111014;0;193.0000000;57280
MVID;D;20111017;0;197.0000000;28590
MVID;D;20111018;0;195.5000000;25160
MVID;D;20111019;0;197.0000000;32450
MVID;D;20111020;0;203.9200000;30270
MVID;D;20111021;0;213.9700000;21070
MVID;D;20111024;0;218.5000000;37890
MVID;D;20111025;0;214.7500000;42250
MVID;D;20111026;0;214.1000000;34000
MVID;D;20111027;0;225.0000000;50660
MVID;D;20111028;0;224.9900000;5490
MVID;D;20111031;0;226.0000000;15970
MVID;D;20111101;0;218.9900000;10260
MVID;D;20111102;0;223.0000000;5400
MVID;D;20111103;0;221.0000000;15410
MVID;D;20111107;0;224.6000000;22960
MVID;D;20111108;0;223.0000000;8800
MVID;D;20111109;0;211.7500000;39200
MVID;D;20111110;0;209.0100000;28700
MVID;D;20111111;0;209.8900000;19760
MVID;D;20111114;0;215.5000000;24350
MVID;D;20111115;0;219.4000000;22570
MVID;D;20111116;0;220.0000000;9910
MVID;D;20111117;0;217.9900000;19270
MVID;D;20111118;0;216.9300000;4530
MVID;D;20111121;0;204.6300000;28700
MVID;D;20111122;0;208.7900000;39630
MVID;D;20111123;0;209.9900000;34530
MVID;D;20111124;0;210.5000000;8080
MVID;D;20111125;0;204.9900000;23990
MVID;D;20111128;0;210.0000000;17640
MVID;D;20111129;0;208.2500000;25410
MVID;D;20111130;0;209.9500000;36720
MVID;D;20111201;0;212.4200000;92230
MVID;D;20111202;0;212.6000000;26020
MVID;D;20111205;0;206.8000000;79430
MVID;D;20111206;0;197.2900000;85950
MVID;D;20111207;0;203.4300000;40810
MVID;D;20111208;0;209.3100000;44810
MVID;D;20111209;0;206.1400000;13610
MVID;D;20111212;0;202.0500000;7970
MVID;D;20111213;0;200.0000000;19390
MVID;D;20111214;0;193.9500000;43130
MVID;D;20111215;0;194.9000000;83860
MVID;D;20111216;0;196.7000000;107970
MVID;D;20111219;0;194.0000000;7700
MVID;D;20111220;0;194.0000000;3130
MVID;D;20111221;0;191.7000000;25050
MVID;D;20111222;0;187.1900000;47920
MVID;D;20111223;0;185.0300000;140860
MVID;D;20111226;0;186.4900000;12720
MVID;D;20111227;0;185.5500000;28390
MVID;D;20111228;0;185.0000000;71990
MVID;D;20111229;0;181.9900000;70200
MVID;D;20111230;0;181.3900000;14420
MVID;D;20120103;0;183.9900000;24310
MVID;D;20120104;0;183.0000000;4100
MVID;D;20120105;0;184.0000000;19540
MVID;D;20120106;0;184.0000000;10460
MVID;D;20120109;0;184.2900000;3220
MVID;D;20120110;0;193.9900000;54210
MVID;D;20120111;0;193.5000000;29970
MVID;D;20120112;0;194.2400000;31370
MVID;D;20120113;0;192.5000000;26680
MVID;D;20120116;0;194.2500000;31900
MVID;D;20120117;0;200.0000000;73470
MVID;D;20120118;0;206.7000000;74930
MVID;D;20120119;0;208.9900000;40690
MVID;D;20120120;0;207.5000000;52980
MVID;D;20120123;0;208.9900000;16720
MVID;D;20120124;0;209.5000000;24870
MVID;D;20120125;0;209.7500000;14450
MVID;D;20120126;0;209.8900000;24550
MVID;D;20120127;0;211.5600000;28690
MVID;D;20120130;0;211.3300000;16650
MVID;D;20120131;0;218.4800000;132500
MVID;D;20120201;0;226.8800000;115550
MVID;D;20120202;0;224.4900000;31730
MVID;D;20120203;0;224.0000000;57150
MVID;D;20120206;0;224.9900000;19380
MVID;D;20120207;0;229.5000000;102580
MVID;D;20120208;0;235.2400000;101100
MVID;D;20120209;0;239.5900000;70310
MVID;D;20120210;0;233.9900000;27700
MVID;D;20120213;0;231.0000000;40140
MVID;D;20120214;0;225.5000000;54790
MVID;D;20120215;0;229.0000000;96660
MVID;D;20120216;0;226.5000000;39670
MVID;D;20120217;0;228.0000000;30540
MVID;D;20120220;0;232.3700000;58190
MVID;D;20120221;0;232.9900000;42940
MVID;D;20120222;0;233.0000000;80270
MVID;D;20120224;0;245.0000000;55990
MVID;D;20120227;0;248.8000000;104310
MVID;D;20120228;0;248.0000000;43430
MVID;D;20120229;0;252.0000000;101840
MVID;D;20120301;0;248.5000000;57940
MVID;D;20120302;0;247.5000000;8660
MVID;D;20120305;0;247.4400000;6340
MVID;D;20120306;0;238.0000000;17650
MVID;D;20120307;0;245.5100000;67020
MVID;D;20120311;0;245.9900000;17850
MVID;D;20120312;0;247.1400000;81800
MVID;D;20120313;0;251.4900000;110710
MVID;D;20120314;0;263.5000000;120640
MVID;D;20120315;0;263.5000000;68870
MVID;D;20120316;0;256.0000000;53630
MVID;D;20120319;0;257.2900000;41530
MVID;D;20120320;0;255.3500000;47980
MVID;D;20120321;0;256.0000000;27190
MVID;D;20120322;0;252.4000000;13090
MVID;D;20120323;0;255.0000000;101890
MVID;D;20120326;0;257.0000000;14960
MVID;D;20120327;0;253.0000000;9280
MVID;D;20120328;0;248.0000000;52880
MVID;D;20120329;0;241.0000000;86460
MVID;D;20120330;0;250.0000000;42580
MVID;D;20120402;0;251.7800000;33380
MVID;D;20120403;0;247.0000000;93680
MVID;D;20120404;0;241.9900000;43250
MVID;D;20120405;0;248.2000000;147520
MVID;D;20120406;0;248.4000000;44860
MVID;D;20120409;0;249.9800000;14760
MVID;D;20120410;0;244.6800000;79000
MVID;D;20120411;0;241.5000000;110250
MVID;D;20120412;0;244.2000000;58430
MVID;D;20120413;0;243.4700000;7480
MVID;D;20120416;0;247.3500000;19720
MVID;D;20120417;0;250.0000000;93260
MVID;D;20120418;0;255.0000000;75310
MVID;D;20120419;0;255.0000000;40700
MVID;D;20120420;0;255.0000000;37950
MVID;D;20120423;0;247.8000000;12070
MVID;D;20120424;0;249.8900000;21570
MVID;D;20120425;0;248.6000000;39850
MVID;D;20120426;0;247.9600000;27020
MVID;D;20120427;0;260.0400000;74400
MVID;D;20120428;0;264.2900000;11830
MVID;D;20120502;0;263.0000000;62000
MVID;D;20120503;0;259.7900000;30830
MVID;D;20120504;0;248.9800000;70100
MVID;D;20120505;0;249.0000000;21840
MVID;D;20120507;0;251.8000000;49840
MVID;D;20120508;0;247.0100000;2730
MVID;D;20120510;0;244.5000000;32050
MVID;D;20120511;0;244.9000000;34080
MVID;D;20120512;0;239.5000000;7700
MVID;D;20120514;0;221.9500000;125350
MVID;D;20120515;0;213.4900000;109200
MVID;D;20120516;0;213.1900000;44530
MVID;D;20120517;0;205.0000000;104230
MVID;D;20120518;0;200.0000000;19610
MVID;D;20120521;0;206.7800000;27620
MVID;D;20120522;0;214.8900000;15420
MVID;D;20120523;0;209.9900000;18320
MVID;D;20120524;0;214.0700000;9750
MVID;D;20120525;0;216.9800000;89220
MVID;D;20120528;0;216.0000000;15900
MVID;D;20120529;0;219.9900000;62370
MVID;D;20120530;0;218.8100000;12850
MVID;D;20120531;0;220.1400000;321980
MVID;D;20120601;0;216.0000000;121830
MVID;D;20120604;0;217.0000000;7660
MVID;D;20120605;0;211.9400000;72800
MVID;D;20120606;0;213.9100000;94250
MVID;D;20120607;0;219.9200000;32430
MVID;D;20120608;0;218.5000000;7310
MVID;D;20120609;0;219.4900000;330
MVID;D;20120613;0;215.6600000;19660
MVID;D;20120614;0;217.4500000;8130
MVID;D;20120615;0;220.5000000;93510
MVID;D;20120618;0;217.0000000;23240
MVID;D;20120619;0;215.0000000;39950
MVID;D;20120620;0;214.9500000;11670
MVID;D;20120621;0;212.9700000;17230
MVID;D;20120622;0;210.9900000;56470
MVID;D;20120625;0;208.0000000;19800
MVID;D;20120626;0;210.0000000;14290
MVID;D;20120627;0;211.2200000;46230
MVID;D;20120628;0;212.0900000;41960
MVID;D;20120629;0;222.7000000;92510
MVID;D;20120702;0;230.0000000;46210
MVID;D;20120703;0;238.6000000;56870
MVID;D;20120704;0;246.6600000;57390
MVID;D;20120705;0;243.0700000;47840
MVID;D;20120706;0;255.0000000;128960
MVID;D;20120709;0;255.0000000;81380
MVID;D;20120710;0;256.5000000;48270
MVID;D;20120711;0;256.4500000;6810
MVID;D;20120712;0;253.0000000;40780
MVID;D;20120713;0;261.2000000;42830
MVID;D;20120716;0;261.0000000;173500
MVID;D;20120717;0;255.0000000;34940
MVID;D;20120718;0;261.3900000;27080
MVID;D;20120719;0;268.1500000;169930
MVID;D;20120720;0;269.7900000;75600
MVID;D;20120723;0;265.0000000;49450
MVID;D;20120724;0;269.0400000;64810
MVID;D;20120725;0;273.8400000;48810
MVID;D;20120726;0;265.0000000;100130
MVID;D;20120727;0;264.7400000;22520
MVID;D;20120730;0;265.0000000;144850
MVID;D;20120731;0;265.9800000;20850
MVID;D;20120801;0;262.8300000;47730
MVID;D;20120802;0;261.8000000;28070
MVID;D;20120803;0;261.0000000;23270
MVID;D;20120806;0;263.5500000;38540
MVID;D;20120807;0;267.5000000;42370
MVID;D;20120808;0;265.8000000;12720
MVID;D;20120809;0;267.4700000;8280
MVID;D;20120810;0;258.2000000;9840
MVID;D;20120813;0;259.5700000;30560
MVID;D;20120814;0;257.9900000;38440
MVID;D;20120815;0;261.9800000;41790
MVID;D;20120816;0;266.0000000;26780
MVID;D;20120817;0;265.7200000;8780
MVID;D;20120820;0;266.8500000;9490
MVID;D;20120821;0;268.0000000;18550
MVID;D;20120822;0;265.4700000;7240
MVID;D;20120823;0;264.9000000;46930
MVID;D;20120824;0;262.9700000;22480
MVID;D;20120827;0;261.5500000;5060
MVID;D;20120828;0;263.0000000;24210
MVID;D;20120829;0;271.4400000;303120
MVID;D;20120830;0;283.9300000;174080
MVID;D;20120831;0;285.0100000;57400
MVID;D;20120903;0;286.3400000;77380
MVID;D;20120904;0;286.9300000;11550
MVID;D;20120905;0;278.0000000;91020
MVID;D;20120906;0;280.9000000;21790
MVID;D;20120907;0;289.5000000;246710
MVID;D;20120910;0;288.3000000;28990
MVID;D;20120911;0;282.9600000;38640
MVID;D;20120912;0;275.9400000;90810
MVID;D;20120913;0;273.0000000;150950
MVID;D;20120914;0;285.0000000;254710
MVID;D;20120917;0;285.0000000;34390
MVID;D;20120918;0;285.0000000;32810
MVID;D;20120919;0;284.9900000;38750
MVID;D;20120920;0;264.5000000;814270
MVID;D;20120921;0;262.2900000;232650
MVID;D;20120924;0;263.0000000;68200
MVID;D;20120925;0;261.9700000;145090
MVID;D;20120926;0;258.5000000;100140
MVID;D;20120927;0;260.0000000;13510
MVID;D;20120928;0;259.9800000;101040
MVID;D;20121001;0;260.9800000;38030
MVID;D;20121002;0;259.9800000;32440
MVID;D;20121003;0;261.0000000;58260
MVID;D;20121004;0;259.0000000;33030
MVID;D;20121005;0;260.0000000;41380
MVID;D;20121008;0;259.6200000;9890
MVID;D;20121009;0;260.1400000;19720
MVID;D;20121010;0;261.5000000;32390
MVID;D;20121011;0;265.0000000;37120
MVID;D;20121012;0;263.2400000;55310
MVID;D;20121015;0;266.5300000;194950
MVID;D;20121016;0;272.1600000;147780
MVID;D;20121017;0;272.9900000;35560
MVID;D;20121018;0;270.0000000;262580
MVID;D;20121019;0;276.9900000;324560
MVID;D;20121022;0;279.3100000;242880
MVID;D;20121023;0;278.0000000;218270
MVID;D;20121024;0;249.9900000;196510
MVID;D;20121025;0;250.0000000;170510
MVID;D;20121026;0;249.1000000;62620
MVID;D;20121029;0;249.0000000;18100
MVID;D;20121030;0;247.0200000;69590
MVID;D;20121031;0;248.0000000;36100
MVID;D;20121101;0;247.9400000;35960
MVID;D;20121102;0;250.3300000;53430
MVID;D;20121106;0;246.6200000;55730
MVID;D;20121107;0;247.4400000;98210
MVID;D;20121108;0;246.5300000;41530
MVID;D;20121109;0;247.0000000;190610
MVID;D;20121112;0;242.0000000;63000
MVID;D;20121113;0;225.9900000;148180
MVID;D;20121114;0;226.1000000;103390
MVID;D;20121115;0;229.9700000;34030
MVID;D;20121116;0;234.7900000;80490
MVID;D;20121119;0;235.4900000;317330
MVID;D;20121120;0;234.9700000;92350
MVID;D;20121121;0;231.6500000;32920
MVID;D;20121122;0;231.4200000;23540
MVID;D;20121123;0;229.5800000;13450
MVID;D;20121126;0;224.5000000;108100
MVID;D;20121127;0;215.0000000;79630
MVID;D;20121128;0;215.0100000;43730
MVID;D;20121129;0;215.9000000;14900
MVID;D;20121130;0;218.8000000;80010
MVID;D;20121203;0;221.8700000;109660
MVID;D;20121204;0;223.9800000;35750
MVID;D;20121205;0;227.7700000;105720
MVID;D;20121206;0;228.5100000;46660
MVID;D;20121207;0;227.4600000;13590
MVID;D;20121210;0;228.0500000;32930
MVID;D;20121211;0;231.9000000;122410
MVID;D;20121212;0;236.8400000;95930
MVID;D;20121213;0;238.0000000;50080
MVID;D;20121214;0;245.3900000;137220
MVID;D;20121217;0;246.7500000;90360
MVID;D;20121218;0;249.5000000;151910
MVID;D;20121219;0;246.9900000;69860
MVID;D;20121220;0;246.4600000;18620
MVID;D;20121221;0;241.7000000;60620
MVID;D;20121224;0;240.4900000;28740
MVID;D;20121225;0;241.7000000;20530
MVID;D;20121226;0;242.0000000;17090
MVID;D;20121227;0;239.5000000;26560
MVID;D;20121228;0;242.9700000;150980
MVID;D;20130108;0;247.9000000;73850
MVID;D;20130109;0;247.8800000;64280
MVID;D;20130110;0;246.9900000;23240
MVID;D;20130111;0;247.8000000;96050
MVID;D;20130114;0;250.5000000;121280
MVID;D;20130115;0;251.0000000;159770
MVID;D;20130116;0;252.5000000;89660
MVID;D;20130117;0;245.4900000;211960
MVID;D;20130118;0;245.8200000;192250
MVID;D;20130121;0;242.6900000;75310
MVID;D;20130122;0;243.4000000;149640
MVID;D;20130123;0;249.0000000;113350
MVID;D;20130124;0;246.0000000;42870
MVID;D;20130125;0;248.4900000;107020
MVID;D;20130128;0;253.4500000;99590
MVID;D;20130129;0;256.5000000;50140
MVID;D;20130130;0;258.4300000;68680
MVID;D;20130131;0;265.3100000;116290
MVID;D;20130201;0;264.0000000;47950
MVID;D;20130204;0;264.0000000;94270
MVID;D;20130205;0;263.9000000;54940
MVID;D;20130206;0;264.0000000;24970
MVID;D;20130207;0;264.6700000;6340
MVID;D;20130208;0;261.0000000;43210
MVID;D;20130211;0;264.5300000;23750
MVID;D;20130212;0;270.5900000;81960
MVID;D;20130213;0;274.5000000;108990
MVID;D;20130214;0;277.0000000;90520
MVID;D;20130215;0;281.3000000;95120
MVID;D;20130218;0;283.9700000;43990
MVID;D;20130219;0;287.2500000;24830
MVID;D;20130220;0;279.7700000;43100
MVID;D;20130221;0;272.5000000;57920
MVID;D;20130222;0;271.5700000;72770
MVID;D;20130225;0;267.4100000;40250
MVID;D;20130226;0;264.0200000;31710
MVID;D;20130227;0;264.4500000;31540
MVID;D;20130228;0;258.7000000;39110
MVID;D;20130301;0;261.7000000;68810
MVID;D;20130304;0;261.0000000;59710
MVID;D;20130305;0;262.6800000;142110
MVID;D;20130306;0;263.5900000;83580
MVID;D;20130307;0;259.0000000;42580
MVID;D;20130311;0;267.4800000;82360
MVID;D;20130312;0;272.0000000;34140
MVID;D;20130313;0;275.0000000;75800
MVID;D;20130314;0;272.5100000;46480
MVID;D;20130315;0;269.8800000;34700
MVID;D;20130318;0;264.9900000;23900
MVID;D;20130319;0;261.3100000;18810
MVID;D;20130320;0;258.4000000;92780
MVID;D;20130321;0;257.4200000;40350
MVID;D;20130322;0;251.7300000;110700
MVID;D;20130325;0;247.0500000;59580
MVID;D;20130326;0;233.5000000;384160
MVID;D;20130327;0;238.9800000;248850
MVID;D;20130328;0;243.9700000;93990
MVID;D;20130329;0;247.0000000;55410
MVID;D;20130401;0;248.9900000;21560
MVID;D;20130402;0;250.0000000;79760
MVID;D;20130403;0;255.0000000;80430
MVID;D;20130404;0;255.0000000;58930
MVID;D;20130405;0;248.4900000;41250
MVID;D;20130408;0;246.0600000;50170
MVID;D;20130409;0;248.5100000;25230
MVID;D;20130410;0;242.0700000;147370
MVID;D;20130411;0;242.8000000;170070
MVID;D;20130412;0;246.0900000;26700
MVID;D;20130415;0;237.9700000;76910
MVID;D;20130416;0;234.8700000;74330
MVID;D;20130417;0;238.7000000;117250
MVID;D;20130418;0;243.4700000;100810
MVID;D;20130419;0;242.5000000;22990
MVID;D;20130422;0;244.4900000;56720
MVID;D;20130423;0;240.9500000;64940
MVID;D;20130424;0;244.4900000;96500
MVID;D;20130425;0;251.8000000;325220
MVID;D;20130426;0;248.9800000;116490
MVID;D;20130429;0;244.4000000;105260
MVID;D;20130430;0;246.9700000;41080
MVID;D;20130502;0;244.0800000;10240
MVID;D;20130503;0;244.4000000;3770
MVID;D;20130506;0;247.8900000;12940
MVID;D;20130507;0;254.9400000;50650
MVID;D;20130508;0;250.5000000;67840
MVID;D;20130510;0;245.5000000;71800
MVID;D;20130513;0;255.9700000;132320
MVID;D;20130514;0;255.4200000;64020
MVID;D;20130515;0;258.9700000;64760
MVID;D;20130516;0;263.6800000;91820
MVID;D;20130517;0;265.4700000;57520
MVID;D;20130520;0;267.2700000;56310
MVID;D;20130521;0;270.0000000;45170
MVID;D;20130522;0;272.0000000;153090
MVID;D;20130523;0;264.6300000;121250
MVID;D;20130524;0;263.4900000;64090
MVID;D;20130527;0;267.5000000;67250
MVID;D;20130528;0;262.0000000;46450
MVID;D;20130529;0;259.9800000;78040
MVID;D;20130530;0;255.0000000;82470
MVID;D;20130531;0;245.1200000;121740
MVID;D;20130603;0;244.6200000;17860
MVID;D;20130604;0;248.5500000;36630
MVID;D;20130605;0;249.0000000;24730
MVID;D;20130606;0;247.0300000;34230
MVID;D;20130607;0;247.0000000;40320
MVID;D;20130610;0;251.0000000;11990
MVID;D;20130611;0;245.2900000;10340
MVID;D;20130613;0;244.0700000;17930
MVID;D;20130614;0;243.9800000;53350
MVID;D;20130617;0;250.0000000;122540
MVID;D;20130618;0;249.4700000;32640
MVID;D;20130619;0;250.1700000;77760
MVID;D;20130620;0;245.5500000;37300
MVID;D;20130621;0;243.0000000;54380
MVID;D;20130624;0;238.9500000;66820
MVID;D;20130625;0;237.0000000;152220
MVID;D;20130626;0;235.4400000;99550
MVID;D;20130627;0;237.8700000;26660
MVID;D;20130628;0;237.9800000;32790
MVID;D;20130701;0;246.0000000;72450
MVID;D;20130702;0;249.6100000;77520
MVID;D;20130703;0;252.2600000;36240
MVID;D;20130704;0;253.6000000;25710
MVID;D;20130705;0;254.9900000;24470
MVID;D;20130708;0;256.2500000;39320
MVID;D;20130709;0;254.3900000;30270
MVID;D;20130710;0;252.4900000;15530
MVID;D;20130711;0;253.0500000;69660
MVID;D;20130712;0;254.9400000;85330
MVID;D;20130715;0;257.3000000;61810
MVID;D;20130716;0;261.4900000;44900
MVID;D;20130717;0;267.0000000;89790
MVID;D;20130718;0;265.9900000;28230
MVID;D;20130719;0;265.9900000;33130
MVID;D;20130722;0;262.9900000;17960
MVID;D;20130723;0;260.1100000;19950
MVID;D;20130724;0;263.4000000;57360
MVID;D;20130725;0;263.2800000;127570
MVID;D;20130726;0;265.5000000;21620
MVID;D;20130729;0;265.9900000;77010
MVID;D;20130730;0;266.9800000;44060
MVID;D;20130731;0;266.7900000;33720
MVID;D;20130801;0;270.0000000;51500
MVID;D;20130802;0;272.0000000;20150
MVID;D;20130805;0;286.1500000;325850
MVID;D;20130806;0;275.1000000;55750
MVID;D;20130807;0;277.8400000;40300
MVID;D;20130808;0;272.9900000;95610
MVID;D;20130809;0;273.8200000;20970
MVID;D;20130812;0;273.1400000;12020
MVID;D;20130813;0;275.5000000;29580
MVID;D;20130814;0;273.4500000;14010
MVID;D;20130815;0;264.1500000;22560
MVID;D;20130816;0;254.6100000;54410
MVID;D;20130819;0;250.0300000;38170
MVID;D;20130820;0;245.0000000;47480
MVID;D;20130821;0;244.4600000;74090
MVID;D;20130822;0;252.4600000;151690
MVID;D;20130823;0;251.0000000;18400
MVID;D;20130826;0;249.6000000;24450
MVID;D;20130827;0;249.3600000;34980
MVID;D;20130828;0;251.0700000;125310
MVID;D;20130829;0;260.5100000;201000
MVID;D;20130830;0;267.0000000;159320
MVID;D;20130902;0;274.4700000;40030
MVID;D;20130903;0;281.0000000;376040
